title,country,location,date,url,skills,sectors
Animateur(trice),Maroc,Rabat,16/06/2021,/offre-emploi-animateurtrice-recrutement-hit-radio-rabat-125436.html,"['KS120PP6GL94HJDMN0TQ', 'KS125KK70GW74FHKWFVQ', 'KS1243976G466GV63ZBY', 'KS120M16XCSQRBQ5ZH6D', 'KS1231P6NX5WNJK7MN6M']",Audiovisuel
Télévendeurs expérimentés en émission d'appel,Maroc,casablanca,16/06/2021,/offre-emploi-televendeurs-experimentes-en-emission-dappel-recrutement-call-center-group-casablanca-125433.html,[],Centre d'appel
Spécialiste Risques & Contrats,Maroc,RABAT,16/06/2021,/offre-emploi-specialiste-risques-contrats-recrutement-confidentiel-rabat-125413.html,"['KS123K75YYK8VGH90NCS', 'KS1218W78FGVPVP2KXPX', 'KS124HN6MTVKLL6QHNRS', 'ESEB1D4619E6E83A061D', 'KS1284F681JH8F550M7M', 'KS125ZB6BWF5RY40BH1B', 'KS120HK5XY6JV257QLTX', 'KS122CH79G2KSBRRJHTN']",Energie
Responsable Sécurité Financière LCB/FT Filiales,Maroc,Casablanca,16/06/2021,/offre-emploi-responsable-securite-financiere-lcbft-filiales-recrutement-attijariwafa-bank-casablanca-125431.html,"['KS120RN6FDTS9FLCH3T0', 'KS7AASDV6UOE7VFBGF4D', 'KS123MC78KV644P5DDZ0', 'KS120GV5ZXR64CJLL1J4']",Banque / Finance
Technicien Onsite Support,Maroc,Casablanca,16/06/2021,/offre-emploi-technicien-onsite-support-recrutement-capgemini-casablanca-125428.html,"['KS123K75YYK8VGH90NCS', 'KS125396806XPV2Z8XQ6', 'KS1258263VKQVRQ9N0Y0', 'KS121T569X502KJPS0F3', 'KS1243976G466GV63ZBY', 'KS122VW78Q67XR4C3ZDW', 'KS1277066YN3Q5FG996N', 'KS1205G5ZKS8ZZWVPM9Y', 'KS121Z26S4VJLQ1WXN21', 'KS120626HMWCXJWJC7VK']",Informatique
Spécialiste R&D et Intégration Industrielle,Maroc,RABAT,16/06/2021,/offre-emploi-specialiste-rd-et-integration-industrielle-recrutement-confidentiel-rabat-125437.html,"['KS125LS6N7WP4S6SFTCK', 'KS123K75YYK8VGH90NCS', 'KS440LR6NSB33SPP5H4P', 'KS440RQ6HG2CLPCV0SPG', 'KS1261G6FLXL70JW7G42', 'KS127N678R1GS7Q691DB', 'KS123K35XW0ZY6YB2QTW', 'KS127D66PGZVFX2XK2N6', 'KS1200364C9C1LK3V5Q1', 'KS1261W6S12LL9NC21GQ', 'KS441K0714DQYC7Y4NK9', 'KS440LQ6G9FXYT6C7SWN', 'KS1243976G466GV63ZBY', 'KS4425C63RPH46FJ9BX7', 'KS123MP6KPNJF3GFZ5TS', 'KS126966H39MX8JKF9TX', 'KS440LQ79T8B07MJDYQ0']",Energie
Chargé(e) des Relations Entreprises,Maroc,Rabat,16/06/2021,/offre-emploi-chargee-des-relations-entreprises-recrutement-universite-internationale-de-rabat-rabat-125420.html,"['ES76F4C57A88877D6D64', 'KS7G747655VG23WXMS9B', 'KS4425C7820LCHZS7VGX', 'KS121G55XV23YHL1ZV04', 'KS122556LMQ829GZCCRV', 'KS441S06L3NZBK0D6JM8', 'KS127D361PF0FTXDZ7C4', 'KS1264T6TLZK1C00MQX3', 'KS124VL6RVRF0BZ2B1Y1', 'KS7G1QH71RDH67LPYPXT', 'KS124596WWBB538KGM0G']",Enseignement / Formation
Chef de Projet Centrales,Maroc,RABAT,16/06/2021,/offre-emploi-chef-de-projet-centrales-recrutement-confidentiel-rabat-125435.html,"['KS123K75YYK8VGH90NCS', 'KS1217R6SMDJ0WQHN6LK', 'KS1218W78FGVPVP2KXPX', 'KSKJX44T33B6D4UCC8CB', 'ESEB1D4619E6E83A061D', 'KS124JB619VXG6RQ810C', 'KS1228C646D4PFRLP3PF', 'KS120HK5XY6JV257QLTX', 'KS122D66ZXYMB2T0HT81', 'KS4418462TTGKL3CWJHT', 'KS120626HMWCXJWJC7VK']",Energie
Conseillers Commerciaux,Maroc,Casablanca,16/06/2021,/offre-emploi-conseillers-commerciaux-recrutement-unifitel-casablanca-125412.html,"['KS122LZ65M6D6TNYLP9Q', 'KS125716TLTGH6SDHJD1', 'KS1225Z6TC16575Z9C29', 'KS440Q1695HNGHGP6T45', 'KS124S46T36MXPN954MD', 'KS1243976G466GV63ZBY', 'KS128376S3JHN6DSR8G3', 'KS120626HMWCXJWJC7VK']",Centre d'appel
Concepteur développeur Pacbase  (H/F),Maroc,Casablanca,16/06/2021,/offre-emploi-concepteur-developpeur-pacbase-hf-recrutement-intm-mediterranee-casablanca-125410.html,"['KS127B868JVY29B9QNLW', 'KS1253H61TTR1FZWSRH4', 'KS1226Y6DNDT05G7FJ4J', 'KS124YC6LX2CPHY43PMJ', 'KS123655VLGBXHL0VPDW', 'KS126TT5X14LXC9KC03X', 'KS127HZ6MZW5TGWJKM32', 'KS125F2607K67VLF2JY8', 'KS122R86MPP4FW04XD7V', 'KS124Q3726PHM9JNS05D', 'KS4425C63RPH46FJ9BX7', 'KS1281M7573BG4S5QKMT']",Informatique
Chargé d'Affaires Entreprise,Maroc,CASABLANCA,16/06/2021,/offre-emploi-charge-daffaires-entreprise-recrutement-bank-of-africa-casablanca-125407.html,"['KS121CX75Q8F638ZCJVZ', 'KSNWU0H1XNMPN5FPLTPE', 'KS4403G6XNX5KJSD906W', 'KS123Y170JP7JBSFVBSS', 'KS120WQ67KZ4DBMBGKX0', 'KS120WT63K4HC6NX7QXV', 'ES383B16CCA5EC68F385', 'KS123MC78KV644P5DDZ0', 'KS126X663B21NB77ZHSP']",Banque / Finance
Responsable Maintenance (parc auto),Maroc,Tanger,16/06/2021,/offre-emploi-responsable-maintenance-parc-auto-recrutement-manpower-agences-tanger-125389.html,[],Transport / Messagerie / Logistique
Conseillers Commerciaux Francophones En B to B (Emission d'appels),Maroc,El Jadida,16/06/2021,/offre-emploi-conseillers-commerciaux-francophones-en-b-to-b-emission-dappels-recrutement-mon-job-el-jadida-125396.html,"['KS1243976G466GV63ZBY', 'KS120626HMWCXJWJC7VK']",Centre d'appel
Agents en planification des fiches,Maroc,EL JADIDA,16/06/2021,/offre-emploi-agents-en-planification-des-fiches-recrutement-mon-job-el-jadida-125394.html,"['KS1243976G466GV63ZBY', 'KS120626HMWCXJWJC7VK']",Centre d'appel
Développeur Full Stack JAVA/JEE,Maroc,Tanger,16/06/2021,/offre-emploi-developpeur-full-stack-javajee-recrutement-manpower-agences-tanger-125388.html,['KS1226Y6DNDT05G7FJ4J'],Informatique
Directeur Général H/F - Maroc,Maroc,Casablanca,15/06/2021,/offre-emploi-directeur-general-hf---maroc-recrutement-michael-page-morocco-casablanca-125386.html,"['KS1218W78FGVPVP2KXPX', 'KS4415Q6ZQNW127ZTWRN', 'ESFA9982A2A945E439CB', 'KS4415X6DKZ8BMBPY9H9', 'ES1C53496B6F1ECEDD9A']",Informatique
Asset Manager,Maroc,Rabat,15/06/2021,/offre-emploi-asset-manager-recrutement-orh-assessment-rabat-125381.html,"['KS121CX75Q8F638ZCJVZ', 'KS123K75YYK8VGH90NCS', 'KS122B071LMGXVTT3Z91', 'KS123MC78KV644P5DDZ0', 'KS125B9765PJ54Y9STP1']",Tourisme / Voyage / Loisirs 
Conseiller clientèle Francophone en réception d'appels sur Casanearshore,Maroc,Casablanca,15/06/2021,/offre-emploi-conseiller-clientele-francophone-en-reception-dappels-sur-casanearshore-recrutement-majorel-casablanca-125383.html,"['KSMNXY6MPS1EDWJ8P6B0', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KS4425C7820LCHZS7VGX']",Centre d'appel
Developpeur Bac+3,Maroc,Salé - Technopolis,15/06/2021,/offre-emploi-developpeur-bac3-recrutement-dxc-technology-maroc-sale---technopolis-125382.html,"['KS127B868JVY29B9QNLW', 'KS1200C5XQWW78VQ5ZYL', 'KS127HT6PY61NVMR3PWG', 'KS1200364C9C1LK3V5Q1', 'KS1219W70LY1GXZDSKW5', 'KSKJX44T33B6D4UCC8CB', 'KS1200771D9CR9LB4MWW', 'KS441ML78WPTFWZ946Y6', 'KS123FB76P9S60NMJWS8', 'KS1200C76YN33ZYXH04X', 'KS123GL5YLMZDJ1FPK47', 'KS126DM6JNNMZKQ0TTY8', 'KS124Q3726PHM9JNS05D', 'KS1219N6Z3XQ19V0HSKR']",Informatique
Développeur  Android (H/F),Maroc,Casablanca,15/06/2021,/offre-emploi-developpeur-android-hf-recrutement-atos-casablanca-125376.html,"['KS122B867H9F7ZB989KN', 'KS120GZ74XB412QM61XK', 'KSIWWZAII4AP33SDVZ2H', 'KS120GZ5YXC6YVM1NGPR', 'KS120BC6BLYD8GXK5DSW', 'KS440RY76MXDWPK1WBX1', 'KSA8049RVCG293NL3IY2', 'KSS4ESYM02Z3TZ7ZHMDX']",Informatique
Agent Helpdesk Francophone (H/F),Maroc,RABAT,15/06/2021,/offre-emploi-agent-helpdesk-francophone-hf-recrutement-econocom-maroc-rabat-124920.html,"['KS1227F76Q36LXJTZTK1', 'ES70CD6E89F6DAD8F319', 'KS1217P66NK6BW72M9FH']",Informatique
Développeur Fullstack JAVA ANGULAR (H/F),France,PARIS,15/06/2021,/offre-emploi-developpeur-fullstack-java-angular-hf-recrutement-neway-si-paris-125375.html,['KS124Q3726PHM9JNS05D'],Informatique
Ingénieur Système,Maroc,Casablanca,15/06/2021,/offre-emploi-ingenieur-systeme-recrutement-sofrecom-services-maroc-casablanca-125374.html,"['KS440G95W44V4M9556GZ', 'ES87885D4EDB576917C4', 'KS441V276PPDCWTPLVCZ', 'KS120JM6ZKSY0Q8PJ7WT', 'KS122716P0Q9TPWQFJH3', 'KS121XY6VSGJ3Z6J82FQ', 'KS122VW78Q67XR4C3ZDW', 'KS440RJ6712TQNWM2G2X', 'KS120NX6RXL8N8JXW41D', 'KS122VT6S2JJ5C5D80NF', 'KS127D361PF0FTXDZ7C4', 'KS440ZL74BB3MH72VLKX', 'KS124T1776C3KKRNV9BS']",Informatique
Conseiller en Assurance francophone en Réception d'appels,Maroc,Casablanca,15/06/2021,/offre-emploi-conseiller-en-assurance-francophone-en-reception-dappels-recrutement-majorel-casablanca-125362.html,"['KS4425C7820LCHZS7VGX', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KS1208C6D8DGHVYQTSLR', 'KSMNXY6MPS1EDWJ8P6B0']",Centre d'appel
Administrateur Système Réseau Middle Senior,Maroc,technopolis,15/06/2021,/offre-emploi-administrateur-systeme-reseau-middle-senior-recrutement-dxc-technology-maroc-technopolis-125330.html,"['KS1226Y6DNDT05G7FJ4J', 'KS7G6176BNC5X8Q6P97P']",Informatique
Administrateur Système Réseau Senior,Maroc,technopolis,15/06/2021,/offre-emploi-administrateur-systeme-reseau-senior-recrutement-dxc-technology-maroc-technopolis-125331.html,"['KS1226Y6DNDT05G7FJ4J', 'KS7G6176BNC5X8Q6P97P']",Informatique
Administrateur Network Confirmé,Maroc,technopolis,15/06/2021,/offre-emploi-administrateur-network-confirme-recrutement-dxc-technology-maroc-technopolis-125332.html,"['KS1280Y67J703X34K5GF', 'ESA859CB4AA7B897D348', 'ES76F4C57A88877D6D64']",Informatique
Développeur Front-end React (H/F) – Montréal,Canada,Montréal,15/06/2021,/offre-emploi-developpeur-front-end-react-hf-montreal-recrutement-cooptalis-montreal-125373.html,"['KS121DV68XQ3HX9FLNCW', 'ESD3D2440C1EA13521F1', 'ESFAC51458ADB50CA541', 'KS4401V5WX78L6JX0NW7', 'KSOPDDN3W5WZ7TE785BL', 'KS126PF6PJY1N0ZX5R0P', 'KS120626HMWCXJWJC7VK', 'KS123K75YYK8VGH90NCS', 'KSDJCA4E89LB98JAZ7LZ', 'KS1281M7573BG4S5QKMT', 'KS1243976G466GV63ZBY', 'KSIWWZAII4AP33SDVZ2H', 'KS123CZ6V1JC5FBNXX42', 'KS1208P6ZMZ4N872Y7X5', 'KS120026VL50QFWT2281', 'KS441VY62P4JBV12T3QQ', 'KS1275J6Z37CB9HL67TC', 'ES29DDAE9CCE34160768', 'KS441LF7187KS0CV4B6Y', 'KS6840J6LR0TLQ86LZJC', 'KS1219N6Z3XQ19V0HSKR', 'KSY4WFI1S164RQUBSPCC']",Presse
Développeur Dot Net Full-Stack (Angular) (H/F) – Montréal,Canada,Montréal,15/06/2021,/offre-emploi-developpeur-dot-net-full-stack-angular-hf-montreal-recrutement-cooptalis-montreal-125371.html,"['ESD3D2440C1EA13521F1', 'KSYO45M6II0E15Y5RP67', 'KS120YR5YL8LVNYR4249', 'KS125TB6YR6236RKM563', 'KS120B874P2P6BK1MQ0T', 'KS441BH64JZJ2VW67511', 'KS122B071LMGXVTT3Z91', 'KS440QS66YCBN23Y8K25', 'KS1200771D9CR9LB4MWW', 'KS127115XWT6H93XPX4X', 'KS1264G5VHQJ6Q9X1C3Z', 'KS125KQ5WKM97L66SSQY', 'KS26BVAZEM0MFCVFST66', 'KS1239L6X7VKWZNYHNYZ', 'KS121F45VPV8C9W3QFYH', 'KSM72DQX6NAMAD5W02FF', 'KSOBCFF0DBRTA8BSDRYV', 'KS125LJ6SDQF89N2J4ZP', 'KS1267G65F62ZDQ9W3DW', 'KS120626HMWCXJWJC7VK', 'KS123K75YYK8VGH90NCS', 'ES76F4C57A88877D6D64', 'KS126QY605N7YVHFYCTW', 'KSDJCA4E89LB98JAZ7LZ', 'KS1243976G466GV63ZBY', 'KS7G2906QTQMHQQSL1L4', 'KSIWWZAII4AP33SDVZ2H', 'KS1283R6BBX34S61XLQS', 'KS120026VL50QFWT2281', 'KS1282N6NQMZ95M1HJ7L', 'KS441BQ6SKVZPBKLFSBS', 'ESFCB156A8BC41655036', 'KS4418P67WQQGGD3YBY5', 'KS440RZ67S5NQ58MT34Q', 'KS125716TLTGH6SDHJD1', 'KS1BSIQTZZQVO9ZJWLNM', 'KS1200578T5QCYT0Z98G', 'KSJF3PBD3995K6E0OF1Z', 'KS440FS71DJY51ZPZR0Q', 'KS440LJ76WNRD99W8RS0', 'KS1219N6Z3XQ19V0HSKR', 'KSY4WFI1S164RQUBSPCC']",Conseil / Etudes
Senior Quantitative modeling and Machine Learning Engineer,Maroc,Benguerir,15/06/2021,/offre-emploi-senior-quantitative-modeling-and-machine-learning-engineer-recrutement-universite-mohammed-vi-polytechnique-benguerir-125368.html,"['KS125LS6N7WP4S6SFTCK', 'KS1261Z68KSKR1X31KS3', 'KS440Y66QZ713RJ4FQCH', 'KS440W865GC4VRBW6LJP', 'KS1231R6Y7JJ3J5DS6JM', 'KS123K75YYK8VGH90NCS', 'KS1219W70LY1GXZDSKW5', 'KS1243976G466GV63ZBY', 'KS440B06L35CZZ8SMZJN', 'KS122NP6Q1WTCX2CYC2J', 'KS1227F6831KK9NBB875', 'KS124DQ6JX0NX9DBFDM8', 'KS2GHRCYA6TRT29F1HOO', 'KS1272Y6RFNZKNGWDWMB', 'KSWXHT30GQY9B4QSXC5O']",Enseignement / Formation
Assistant de recherche - Gestion des risques,Maroc,Benguerir,15/06/2021,/offre-emploi-assistant-de-recherche---gestion-des-risques-recrutement-universite-mohammed-vi-polytechnique-benguerir-125369.html,"['KS124WN6BCCTF6KYZTB6', 'KS123K75YYK8VGH90NCS', 'KS1267472X5L5ZPZKKGP', 'KS124JB619VXG6RQ810C', 'KS441S06L3NZBK0D6JM8', 'KS123655VLGBXHL0VPDW', 'KS123MC78KV644P5DDZ0', 'KS7LO8P3MXB93R3C9RWL']",Enseignement / Formation
Cadre Administratif et Financier,Maroc,Casablanca,15/06/2021,/offre-emploi-cadre-administratif-et-financier-recrutement-confidentiel-casablanca-125349.html,"['KS440Q1695HNGHGP6T45', 'KS120RN6FDTS9FLCH3T0', 'KS123Y66B6ST57BB70QP', 'KS122B867H9F7ZB989KN', 'KS4407962XVVNKWTXK8B', 'KS122156VJV8G91XMK7W', 'KS120436N14BN10FM7W8', 'KS7G7X55ZKBF0R0WCSZQ', 'KS125B56QRYZLXXCSM5Q']",Banque / Finance
Chef de Projet BTP (H/F),Maroc,Marrakech,15/06/2021,/offre-emploi-chef-de-projet-btp-hf-recrutement-manpower-agences-marrakech-125364.html,"['KS1217R6SMDJ0WQHN6LK', 'KS1267F6MSPN366LX7ST', 'ESB843FAF888B44E54EB', 'KS121XY60R6Z5C3R172K', 'KS121XS5Y65G7JJG1VV5']",BTP / Génie Civil
Développeurs .NET Confirmés,Maroc,CASABLANCA,15/06/2021,/offre-emploi-developpeurs-.net-confirmes-recrutement-groupe-adaming-casablanca-125324.html,"['KS121F45VPV8C9W3QFYH', 'KS123K75YYK8VGH90NCS', 'ES65621B26F53842D8BE', 'ESD3D2440C1EA13521F1', 'KS1226Y6DNDT05G7FJ4J', 'KS122Z36QK3N5097B5JH', 'KSKKNMO56ZED6YTRR7W0', 'KS440W46YW91224JR6PB', 'KS120026VL50QFWT2281', 'KS120RM619V18NJXTHV1', 'KS120BC6BLYD8GXK5DSW', 'KS1200771D9CR9LB4MWW', 'KS6840J6LR0TLQ86LZJC', 'KS125KQ5WKM97L66SSQY', 'KS120626HMWCXJWJC7VK']",Informatique
Pilote Ingénieur banc d'Essais Automobiles F/H,Maroc,Oued-Zem,15/06/2021,/offre-emploi-pilote-ingenieur-banc-dessais-automobiles-fh-recrutement-utac-ceram-maroc-oued-zem-125351.html,"['KS123K75YYK8VGH90NCS', 'KS1267F6MSPN366LX7ST', 'KS1253H61TTR1FZWSRH4', 'KS1203W702ND09XHKJR5', 'KS123V16TV0D8RYNHRZH']",Automobile / Motos / Cycles
Back Office Services Clients,Maroc,Casablanca,15/06/2021,/offre-emploi-back-office-services-clients-recrutement-confidentiel-casablanca-125348.html,"['KS122156VJV8G91XMK7W', 'KS1218W78FGVPVP2KXPX', 'KS123YF6T21PFVZ16Y46', 'KS125B56QRYZLXXCSM5Q']",Banque / Finance
Agent Entreposage - Agent de traitement et de stockage -,Maroc,Bouskoura,15/06/2021,/offre-emploi-agent-entreposage---agent-de-traitement-et-de-stockage---recrutement-manpower-agences-bouskoura-125345.html,"['KS441S06L3NZBK0D6JM8', 'KS44175745H9Q0DPBDNT', 'KS125RB6WLW5L3QFTBMD']",Transport / Messagerie / Logistique
Team leader - Spanish speaker,Maroc,Tétouan,15/06/2021,/offre-emploi-team-leader---spanish-speaker-recrutement-baltia-transformation-digitale-tetouan-125344.html,"['KS123K75YYK8VGH90NCS', 'KS1226Y6DNDT05G7FJ4J', 'KS1225Z6TC16575Z9C29', 'KS123N6726N4C5J0PGW1', 'ESDDA01F465DF2A76CE5', 'KS441XC77B04SFSW65HC', 'KS120076FGP5WGWYMP0F', 'KS441K2756CXYXBG990G', 'KS124JB619VXG6RQ810C', 'KS441S06L3NZBK0D6JM8', 'KS121W46CJXQ5ZQ506MS', 'KS120626HMWCXJWJC7VK']",Informatique
Channel Account Manager North - West Africa,Maroc,Casablanca,15/06/2021,/offre-emploi-channel-account-manager-north---west-africa-recrutement-manpower-agences-casablanca-125337.html,"['ES61390214D20DDED3D4', 'KS1265L61XR6NN08GW7Z', 'KS1200364C9C1LK3V5Q1', 'KS1281H7124B6C38GWKK', 'KS120VB76P5WB69FVNRT', 'KSQHPYPFP19BTM0G1QKB', 'KS441N36L2B2SLKB5S7D', 'KS127PD6XH0GQ380FJ3N', 'KS122LZ773L5MZ56S322', 'KS123X777H5WFNXQ6BPM', 'KS120XP636CB5432F5TP']",Autres Industries
Scrum Master (H/F),Maroc,Casablanca,15/06/2021,/offre-emploi-scrum-master-hf-recrutement-atos-casablanca-125340.html,"['KS123K75YYK8VGH90NCS', 'KS123PC6DY2MQV0XP43Q', 'KS125Z861SBD5N9ZW3T0', 'KS125716TLTGH6SDHJD1', 'KS120QQ6ZN003B8B7FK1', 'KS1243976G466GV63ZBY', 'KS120BC6BLYD8GXK5DSW', 'KS4407079KYKHGKH5LWZ', 'ES3394E4839769062BF9', 'KS7G6XM6NHD5NMYBXMHK', 'KS1282N6NQMZ95M1HJ7L', 'KS120626HMWCXJWJC7VK']",Informatique
Product Owner (H/F),Maroc,Casablanca,15/06/2021,/offre-emploi-product-owner-hf-recrutement-atos-casablanca-125339.html,"['KS123K75YYK8VGH90NCS', 'ESA420F05EBBD34B3C2A', 'KS123PC6DY2MQV0XP43Q', 'KS125Z861SBD5N9ZW3T0', 'KS125716TLTGH6SDHJD1', 'KS120QQ6ZN003B8B7FK1', 'KS1243976G466GV63ZBY', 'KS120BC6BLYD8GXK5DSW', 'KS1253H61TTR1FZWSRH4', 'KS4407079KYKHGKH5LWZ', 'ES3394E4839769062BF9', 'KS1282N6NQMZ95M1HJ7L']",Informatique
Développeur JAVA/ANGULAR (H/F),Maroc,Casablanca,15/06/2021,/offre-emploi-developpeur-javaangular-hf-recrutement-intm-mediterranee-casablanca-125338.html,"['KS125HL70PSCMY4FSF0M', 'KS1253H61TTR1FZWSRH4', 'ES65621B26F53842D8BE', 'KS125716TLTGH6SDHJD1', 'KSYO45M6II0E15Y5RP67', 'ES619DF3808FEAEC0793', 'KS125G6747QLJBX4T7MV', 'KSM72DQX6NAMAD5W02FF', 'KS122C775KRX1DK8Q1RQ', 'KS440RY76MXDWPK1WBX1', 'KS124PR62MV42B5C9S9F', 'KS1267G65F62ZDQ9W3DW', 'KS6840J6LR0TLQ86LZJC', 'KS4425C63RPH46FJ9BX7', 'KS127296VDYS7ZFWVC46', 'KS1272Y6RFNZKNGWDWMB', 'KS1281M7573BG4S5QKMT', 'KS122FX6SN0JZZ13B0FB']",Informatique
Développeur .net   (H/F),Maroc,casablanca,15/06/2021,/offre-emploi-developpeur-.net-hf-recrutement-intm-mediterranee-casablanca-125335.html,"['KS1227K6DGHN5PZTCDD0', 'KS125LX60KNDFWV8FSBV', 'KSOBCFF0DBRTA8BSDRYV', 'KS120025ZGZCGLN7D345', 'KS440W46YW91224JR6PB', 'KS120026VL50QFWT2281', 'KS1253H61TTR1FZWSRH4', 'KS4425C63RPH46FJ9BX7', 'KS1219N6Z3XQ19V0HSKR', 'KS1281M7573BG4S5QKMT']",Informatique
Ingénieur DévSecOps (H/F),Maroc,Casablanca,15/06/2021,/offre-emploi-ingenieur-devsecops-hf-recrutement-atos-casablanca-125336.html,"['KS123K75YYK8VGH90NCS', 'ESA420F05EBBD34B3C2A', 'KS123PC6DY2MQV0XP43Q', 'ES80E93EF8629D5C793C', 'KS125Z861SBD5N9ZW3T0', 'KS126QY605N7YVHFYCTW', 'KSYO45M6II0E15Y5RP67', 'KS125716TLTGH6SDHJD1', 'KS1243976G466GV63ZBY', 'KSIWWZAII4AP33SDVZ2H', 'KS26BVAZEM0MFCVFST66', 'KS120BC6BLYD8GXK5DSW', 'KS1253H61TTR1FZWSRH4', 'KS122W96T2T9J5PZ0VMP', 'KSY4WFI1S164RQUBSPCC']",Informatique
Consultant Technique Salesforce (H/F),Maroc,Casablanca,15/06/2021,/offre-emploi-consultant-technique-salesforce-hf-recrutement-atos-casablanca-125334.html,"['KS121CX75Q8F638ZCJVZ', 'ES5F6257B86141A5F7DD', 'KS121F45VPV8C9W3QFYH', 'KS441ZY6P0PDB5DWTRB8', 'KS1226Y6DNDT05G7FJ4J', 'KSGI23CFQZB7H7U8LTDC', 'KS440CF6WGYGSWDG9BQB', 'KS1209261Q307236HR65', 'KS4420H75G906GRK0QJZ', 'KS1200578T5QCYT0Z98G', 'KS4401Q6TM90DBQSF645', 'ESA07D21A5578570F177', 'KS1200771D9CR9LB4MWW', 'KS440LJ76WNRD99W8RS0', 'KS6UT0E3CEJDZGMURCST', 'KS121Z26S4VJLQ1WXN21', 'KS122HK6LN2MZHFY69GJ']",Informatique
Consultants Microsoft CRM Dynamics Confirmés (H/F),Maroc,Casablanca,15/06/2021,/offre-emploi-consultants-microsoft-crm-dynamics-confirmes-hf-recrutement-atos-casablanca-125333.html,"['KS123K75YYK8VGH90NCS', 'ESA420F05EBBD34B3C2A', 'KS123PC6DY2MQV0XP43Q', 'KS1267F6MSPN366LX7ST', 'KS1218W78FGVPVP2KXPX', 'KS125Z861SBD5N9ZW3T0', 'KS125716TLTGH6SDHJD1', 'KS1243976G466GV63ZBY', 'KS7G2906QTQMHQQSL1L4', 'KS1253H61TTR1FZWSRH4']",Informatique
English Development Trainer,Maroc,Casablanca,15/06/2021,/offre-emploi-english-development-trainer-recrutement-sitel-group-casablanca-125347.html,"['KS127NB6VPTVSF9N875L', 'KS123K75YYK8VGH90NCS', 'KS1218W78FGVPVP2KXPX', 'KSKJX44T33B6D4UCC8CB', 'ES3887D0EF43C2DFE14D', 'KS124Q3726PHM9JNS05D', 'KS120HC606XFBV3FV9PQ', 'KS122HK6LN2MZHFY69GJ']",Autres services
Expert PHP/DRUPAL (H/F),Maroc,Rabat,14/06/2021,/offre-emploi-expert-phpdrupal-hf-recrutement-cgi-technologies-et-solutions-maroc-rabat-125322.html,"['KS121VD69464T1WDBBL0', 'KS1200C5XQWW78VQ5ZYL', 'KS127HT6PY61NVMR3PWG', 'KS4425C7820LCHZS7VGX', 'KS1235W6HWFKFTM31M45', 'KS122556LMQ829GZCCRV', 'KS127CS79GV081FMJYKZ', 'KS123X869MDB5374BK8S', 'KS7G0C36YW29VS8KPC05', 'KS7AASDV6UOE7VFBGF4D', 'KS120626HMWCXJWJC7VK']",Informatique
Ingénieur DevOps (H/F),Maroc,Rabat,14/06/2021,/offre-emploi-ingenieur-devops-hf-recrutement-cgi-technologies-et-solutions-maroc-rabat-125321.html,"['KS123K75YYK8VGH90NCS', 'KS127F36326KXDQ104H6', 'KSYO45M6II0E15Y5RP67', 'KS120QQ6ZN003B8B7FK1', 'KS120076FGP5WGWYMP0F', 'KS1243976G466GV63ZBY', 'KSM72DQX6NAMAD5W02FF', 'KS120JM6ZKSY0Q8PJ7WT', 'KSJF3PBD3995K6E0OF1Z', 'KS441S06L3NZBK0D6JM8', 'KS120BC6BLYD8GXK5DSW', 'KS122VT6S2JJ5C5D80NF', 'KSVG28H9TC6YTC1AFDP8', 'KS124ZF6HGMF1ZZB6WH4', 'KSFX6JBNDFS27G78LHSA', 'KS122W867PQYM4N75YWR', 'KS4416J73PZ5F1W58BRZ', 'KS1219S69HLWD9V0GPMS']",Informatique
Expert Technique JAVA Junior (H/F),Maroc,Rabat,14/06/2021,/offre-emploi-expert-technique-java-junior-hf-recrutement-cgi-technologies-et-solutions-maroc-rabat-125318.html,"['KS440W865GC4VRBW6LJP', 'KS126QY605N7YVHFYCTW', 'KS127BB5X2N6CHD4LKQZ', 'KS44205768H7WH5XMYYD', 'KS120076FGP5WGWYMP0F', 'KSJF3PBD3995K6E0OF1Z', 'KSM72DQX6NAMAD5W02FF', 'KSIWWZAII4AP33SDVZ2H', 'KS1253874VVXH5WZ3FMT', 'KS120BC6BLYD8GXK5DSW', 'KS1203C6N9B52QGB4H67', 'KS124PR62MV42B5C9S9F', 'ESFC1000CC9B044E3822', 'KS7R8G2D52QH187SED9R', 'KSY4WFI1S164RQUBSPCC']",Informatique
Responsable de Programmes Véhicules H/F-Casablanca,Maroc,casablanca,14/06/2021,/offre-emploi-responsable-de-programmes-vehicules-hf-casablanca-recrutement-michael-page-morocco-casablanca-125315.html,"['KS1218W78FGVPVP2KXPX', 'ESDDECEF9E95F772C22F']",Automobile / Motos / Cycles
